chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr19	7989371	7991051	-	CTXN1	CTXN1	43	7.8E-1	Simul
chr19	7991602	8008805	-	TIMM44	TIMM44	50	8.12E-1	Simul
chr19	8023462	8070543	-	ELAVL1	ELAVL1	72	8.66E-1	Simul
chr19	8117650	8127534	+	CCL25	CCL25	95	9.4E-1	Simul
chr19	8130285	8214730	-	FBN3	FBN3	128	2.97E-1	Simul
chr19	8271619	8327305	+	CERS4	CERS4	65	7.7E-1	Simul
chr19	8367010	8373240	-	CD320	CD320	47	6.48E-1	Simul
chr19	8373489	8386280	-	NDUFA7	NDUFA7	45	6.7E-1	Simul
chr19	8386041	8388224	+	RPS28	RPS28	30	4.87E-1	Simul
chr19	8387467	8408146	-	KANK3	KANK3	34	3.68E-1	Simul
chr19	8428172	8439257	+	ANGPTL4	ANGPTL4	42	4.25E-1	Simul
chr19	8454864	8469318	+	RAB11B	RAB11B	37	3.76E-1	Simul
chr19	8478153	8503901	+	MARCH2	MARCH2	41	3.09E-1	Simul
chr19	8509650	8553998	+	HNRNPM	HNRNPM	60	6.49E-1	Simul
chr19	8554939	8567996	-	PRAM1	PRAM1	48	8.61E-1	Simul
chr19	8575461	8579048	-	ZNF414	ZNF414	44	8.74E-1	Simul
chr19	8585673	8642461	-	MYO1F	MYO1F	60	2.43E-1	Simul
chr19	8645125	8675620	-	ADAMTS10	ADAMTS10	28	1.48E-1	Simul
chr19	8807750	8809172	-	ACTL9	ACTL9	62	3.57E-1	Simul
chr19	8841315	8842371	+	OR2Z1	OR2Z1	33	4.84E-1	Simul
chr19	8920379	8943004	-	ZNF558	ZNF558	72	2.41E-1	Simul
chr19	8943073	8954016	+	MBD3L1	MBD3L1	82	2.54E-1	Simul
chr19	8959519	9092018	-	MUC16	MUC16	253	1.16E-1	Simul
chr19	9203854	9204889	+	OR1M1	OR1M1	61	2.64E-1	Simul
chr19	9212944	9213982	-	OR7G2	OR7G2	71	2.92E-1	Simul
chr19	9225273	9226439	-	OR7G1	OR7G1	72	2.59E-1	Simul
chr19	9236687	9237626	-	OR7G3	OR7G3	65	5.5E-1	Simul
chr19	9251055	9274100	+	ZNF317	ZNF317	79	6.52E-1	Simul
chr19	9296278	9299493	+	OR7D2	OR7D2	67	8.99E-1	Simul
chr19	9324525	9325542	-	OR7D4	OR7D4	48	6.43E-1	Simul
chr19	9361605	9362820	+	OR7E24	OR7E24	44	6.77E-1	Simul
chr19	9404950	9420514	-	ZNF699	ZNF699	42	5.52E-1	Simul
chr19	9434447	9461838	+	ZNF559	ZNF559	68	9.61E-1	Simul
chr19	9434849	9493293	+	ZNF559-ZNF177	ZNF559-ZNF177	109	9.72E-1	Simul
chr19	9435020	9493293	+	ZNF177	ZNF177	109	9.79E-1	Simul
chr19	9523271	9546254	-	ZNF266	ZNF266	110	8.06E-1	Simul
chr19	9577182	9609283	-	ZNF560	ZNF560	88	6.81E-1	Simul
chr19	9638666	9649303	-	ZNF426	ZNF426	50	7.82E-1	Simul
chr19	9671028	9695209	-	ZNF121	ZNF121	38	4.19E-1	Simul
chr19	9715355	9732075	-	ZNF561	ZNF561	38	5.33E-1	Simul
chr19	9759329	9785776	-	ZNF562	ZNF562	62	5.07E-1	Simul
chr19	9800599	9811452	-	ZNF812	ZNF812	64	4.12E-1	Simul
chr19	9862668	9903856	-	ZNF846	ZNF846	62	4.02E-1	Simul
chr19	9920942	9938492	-	FBXL12	FBXL12	28	4.15E-1	Simul
chr19	9938567	9940791	+	UBL5	UBL5	26	5.61E-1	Simul
chr19	9945932	9960358	+	PIN1	PIN1	35	6.83E-1	Simul
chr19	9964393	10047228	-	OLFM2	OLFM2	71	9.55E-1	Simul
chr19	10070236	10121147	-	COL5A3	COL5A3	90	1.02E-1	Simul
chr19	10123924	10132955	+	RDH8	RDH8	81	7.74E-2	Simul
chr19	10196797	10203928	+	C19orf66	C19orf66	59	4.58E-2	Simul
chr19	10203013	10213472	-	ANGPTL6	ANGPTL6	58	4.77E-2	Simul
chr19	10216898	10225456	+	PPAN-P2RY11	PPAN-P2RY11	52	1.63E-1	Simul
chr19	10216964	10225414	+	PPAN	PPAN	52	1.7E-1	Simul
chr19	10222213	10226048	+	P2RY11	P2RY11	48	1.55E-1	Simul
chr19	10225692	10230596	-	EIF3G	EIF3G	48	1.62E-1	Simul
chr19	10244020	10341962	-	DNMT1	DNMT1	80	1.1E-1	Simul
chr19	10334519	10341948	-	S1PR2	S1PR2	40	7.94E-2	Simul
chr19	10362576	10370721	+	MRPL4	MRPL4	51	1.63E-2	Simul
chr19	10381510	10397291	+	ICAM1	ICAM1	54	1.74E-2	Simul
chr19	10397642	10399198	+	ICAM4	ICAM4	47	1.64E-2	Simul
chr19	10400656	10407454	+	ICAM5	ICAM5	52	1.72E-2	Simul
chr19	10415478	10420556	-	ZGLP1	ZGLP1	54	1.86E-2	Simul
chr19	10416102	10426691	-	FDX1L	FDX1L	59	1.74E-2	Simul
chr19	10426887	10444316	-	RAVER1	RAVER1	63	1.93E-2	Simul
chr19	10444451	10450499	-	ICAM3	ICAM3	60	1.8E-2	Simul
chr19	10461208	10491352	-	TYK2	TYK2	57	3.05E-2	Simul
chr19	10501809	10530797	-	CDC37	CDC37	38	1.99E-2	Simul
chr19	10527448	10580305	+	PDE4A	PDE4A	45	2.47E-2	Simul
chr19	10596795	10614417	-	KEAP1	KEAP1	32	6.64E-2	Simul
chr19	10623622	10628607	-	S1PR5	S1PR5	42	1.49E-2	Simul
chr19	10654570	10664094	+	ATG4D	ATG4D	47	1.19E-2	Simul
chr19	10663760	10676713	-	KRI1	KRI1	45	1.21E-2	Simul
chr19	10677137	10679735	-	CDKN2D	CDKN2D	43	1.08E-2	Simul
chr19	10683346	10697991	-	AP1M2	AP1M2	44	1.01E-2	Simul
chr19	10713132	10755235	+	SLC44A2	SLC44A2	55	1.14E-2	Simul
chr19	10764936	10803093	+	ILF3	ILF3	41	7.1E-3	Simul
chr19	10812105	10824113	+	QTRT1	QTRT1	34	1.4E-2	Simul
chr19	10828754	10944164	+	DNM2	DNM2	62	2.37E-2	Simul
chr19	10943113	10946994	-	TMED1	TMED1	27	9.38E-1	Simul
chr19	10947250	10980466	+	C19orf38	C19orf38	36	8.37E-1	Simul
chr19	10982188	11033453	+	CARM1	CARM1	34	8.62E-1	Simul
chr19	11033443	11039357	-	YIPF2	YIPF2	27	8.19E-1	Simul
chr19	11039408	11044211	+	C19orf52	C19orf52	27	8.39E-1	Simul
chr19	11071597	11176071	+	SMARCA4	SMARCA4	69	6.41E-1	Simul
chr19	11200037	11244492	+	LDLR	LDLR	90	4.62E-3	Simul
chr19	11242195	11266484	-	SPC24	SPC24	86	4.12E-3	Simul
chr19	11274942	11308467	-	KANK2	KANK2	103	4.76E-3	Simul
chr19	11309970	11373157	-	DOCK6	DOCK6	114	3.96E-3	Simul
chr19	11348177	11352619	+	C19orf80	C19orf80	63	2.66E-2	Simul
chr19	11406823	11437672	+	TSPAN16	TSPAN16	75	3.79E-2	Simul
chr19	11432721	11456946	-	RAB3D	RAB3D	58	1.07E-1	Simul
chr19	11453451	11457194	-	TMEM205	TMEM205	53	3.89E-1	Simul
chr19	11455359	11465620	+	CCDC159	CCDC159	54	4.22E-1	Simul
chr19	11485360	11487627	+	SWSAP1	SWSAP1	23	7.82E-1	Simul
chr19	11488235	11495018	-	EPOR	EPOR	23	7.92E-1	Simul
chr19	11495016	11530018	-	RGL3	RGL3	31	4.13E-1	Simul
chr19	11531271	11546603	-	CCDC151	CCDC151	24	3.42E-1	Simul
chr19	11546108	11561783	+	PRKCSH	PRKCSH	26	1.45E-1	Simul
chr19	11562140	11591861	-	ELAVL3	ELAVL3	29	1.48E-1	Simul
chr19	11594241	11616738	-	ZNF653	ZNF653	31	1.37E-1	Simul
chr19	11616730	11639989	-	ECSIT	ECSIT	33	1.46E-1	Simul
chr19	11649531	11661138	+	CNN1	CNN1	35	1.43E-1	Simul
chr19	11661961	11670051	-	ELOF1	ELOF1	43	1.81E-1	Simul
chr19	11670188	11729950	+	ZNF627	ZNF627	72	2.55E-1	Simul
chr19	11685474	11689823	-	ACP5	ACP5	49	3.31E-1	Simul
chr19	11832079	11849824	-	ZNF823	ZNF823	45	6.4E-1	Simul
chr19	11877814	11894893	+	ZNF441	ZNF441	51	2.41E-1	Simul
chr19	11908481	11920437	+	ZNF491	ZNF491	59	1.89E-1	Simul
chr19	11925098	11946016	+	ZNF440	ZNF440	72	1.8E-1	Simul
chr19	11959540	11994565	+	ZNF439	ZNF439	67	2.26E-1	Simul
chr19	11998598	12025144	+	ZNF69	ZNF69	58	2.25E-1	Simul
chr19	12035882	12061588	+	ZNF700	ZNF700	50	2.78E-1	Simul
chr19	12035889	12091196	+	ZNF763	ZNF763	51	3.18E-1	Simul
chr19	12125546	12146556	-	ZNF433	ZNF433	33	5.7E-1	Simul
chr19	12154619	12167127	-	ZNF878	ZNF878	24	5.78E-1	Simul
chr19	12175513	12192380	+	ZNF844	ZNF844	35	5.71E-1	Simul
chr19	12203077	12225491	+	ZNF788	ZNF788	44	6E-1	Simul
chr19	12203657	12251222	-	ZNF20	ZNF20	55	6.37E-1	Simul
chr19	12251031	12267546	-	ZNF625	ZNF625	42	9.26E-1	Simul
chr19	12273878	12300064	+	ZNF136	ZNF136	43	8.85E-1	Simul
chr19	12335500	12405702	-	ZNF44	ZNF44	61	9.26E-1	Simul
chr19	12428290	12444534	-	ZNF563	ZNF563	45	3.43E-1	Simul
chr19	12460184	12476719	-	ZNF442	ZNF442	53	4.53E-1	Simul
chr19	12500829	12512085	-	ZNF799	ZNF799	71	4.49E-1	Simul
chr19	12540520	12551926	-	ZNF443	ZNF443	87	6.75E-1	Simul
chr19	12571997	12624668	-	ZNF709	ZNF709	108	9.82E-1	Simul
chr19	12636183	12662356	-	ZNF564	ZNF564	60	9.46E-1	Simul
chr19	12688774	12750912	-	ZNF490	ZNF490	43	8.69E-1	Simul
chr19	12721731	12742735	+	ZNF791	ZNF791	28	7.64E-1	Simul
chr19	12757324	12777556	-	MAN2B1	MAN2B1	21	1.23E-1	Simul
chr19	12777613	12786646	+	WDR83	WDR83	16	1.33E-1	Simul
chr19	12778884	12782170	-	WDR83OS	WDR83OS	16	1.12E-1	Simul
chr19	12786530	12792716	-	DHPS	DHPS	15	1.06E-1	Simul
chr19	12798866	12807457	-	FBXW9	FBXW9	15	1.2E-1	Simul
chr19	12810007	12834825	-	TNPO2	TNPO2	12	1.111E-1	Simul
chr19	12841453	12845589	-	C19orf43	C19orf43	6	6E-2	Simul
chr19	12847952	12859137	+	ASNA1	ASNA1	6	6.29E-2	Simul
chr19	12862515	12869272	+	BEST2	BEST2	6	6.45E-1	Simul
chr19	12873816	12983554	-	HOOK2	HOOK2	45	4.98E-1	Simul
chr19	12902309	12904124	+	JUNB	JUNB	16	3.44E-1	Simul
chr19	12907633	12912694	-	PRDX2	PRDX2	22	3.78E-1	Simul
chr19	12917393	12924452	+	RNASEH2A	RNASEH2A	23	3.18E-1	Simul
chr19	12936291	12946242	-	RTBDN	RTBDN	31	3.63E-1	Simul
chr19	12944764	12985765	+	MAST1	MAST1	42	4.67E-1	Simul
chr19	12986024	12992282	-	DNASE2	DNASE2	39	5.59E-1	Simul
chr19	12995236	12997995	-	KLF1	KLF1	34	4.6E-1	Simul
chr19	13001839	13025021	+	GCDH	GCDH	35	5.21E-1	Simul
chr19	13009599	13030090	-	SYCE2	SYCE2	31	5.43E-1	Simul
chr19	13033292	13044851	-	FARSA	FARSA	28	5.84E-1	Simul
chr19	13049391	13055303	+	CALR	CALR	23	5.4E-1	Simul
chr19	13056668	13064456	+	RAD23A	RAD23A	24	5.49E-1	Simul
chr19	13064971	13068050	-	GADD45GIP1	GADD45GIP1	21	5.22E-1	Simul
chr19	13075972	13085567	+	DAND5	DAND5	19	5.68E-1	Simul
chr19	13106421	13209610	+	NFIX	NFIX	41	8.58E-2	Simul
chr19	13209846	13213975	-	LYL1	LYL1	21	2.61E-1	Simul
chr19	13215715	13228381	-	TRMT1	TRMT1	25	2.95E-1	Simul
chr19	13228916	13251955	+	NACC1	NACC1	27	3.47E-1	Simul
chr19	13254871	13261197	-	STX10	STX10	27	3.65E-1	Simul
chr19	13261228	13265722	+	IER2	IER2	27	3.5E-1	Simul
chr19	13317255	13734804	-	CACNA1A	CACNA1A	322	7.3E-1	Simul
chr19	13842573	13874110	+	CCDC130	CCDC130	58	2.86E-1	Simul
chr19	13875345	13885096	+	MRI1	MRI1	53	2.54E-1	Simul
chr19	13884981	13889276	+	C19orf53	C19orf53	53	2.52E-1	Simul
chr19	13906273	13943044	+	ZSWIM4	ZSWIM4	56	3.43E-1	Simul
chr19	13972876	13991571	+	NANOS3	NANOS3	38	3.4E-1	Simul
chr19	13993160	14017265	-	C19orf57	C19orf57	37	3.87E-1	Simul
chr19	14017013	14041692	+	CC2D1A	CC2D1A	35	3.9E-1	Simul
chr19	14041999	14064204	-	PODNL1	PODNL1	28	6.32E-1	Simul
chr19	14063303	14072254	+	DCAF15	DCAF15	17	6.4E-1	Simul
chr19	14072349	14117851	-	RFX1	RFX1	25	7.75E-1	Simul
chr19	14138959	14141854	+	RLN3	RLN3	16	6.05E-1	Simul
chr19	14142559	14163743	+	IL27RA	IL27RA	18	6.59E-1	Simul
chr19	14164176	14169971	-	PALM3	PALM3	18	6.24E-1	Simul
chr19	14202499	14228896	-	PRKACA	PRKACA	24	4.71E-1	Simul
chr19	14230320	14247768	-	ASF1B	ASF1B	24	4.26E-1	Simul
chr19	14260749	14316999	-	LPHN1	LPHN1	35	1.38E-1	Simul
chr19	14491312	14519537	+	CD97	CD97	53	5.04E-1	Simul
chr19	14519630	14530192	-	DDX39A	DDX39A	46	4.71E-1	Simul
chr19	14543864	14582679	+	PKN1	PKN1	69	5.52E-1	Simul
chr19	14583277	14586174	-	PTGER1	PTGER1	52	6.31E-1	Simul
chr19	14588571	14606944	-	GIPC1	GIPC1	59	6.78E-1	Simul
chr19	14625581	14640582	-	DNAJB1	DNAJB1	51	6.13E-1	Simul
chr19	14627896	14676792	+	TECR	TECR	72	2.65E-2	Simul
chr19	14676889	14682874	-	NDUFB7	NDUFB7	45	2.12E-2	Simul
chr19	14693895	14721969	+	CLEC17A	CLEC17A	70	2.86E-2	Simul
chr19	14729928	14800839	-	EMR3	EMR3	118	3.2E-2	Simul
chr19	14800612	14844558	+	ZNF333	ZNF333	94	4.34E-1	Simul
chr19	14843204	14889353	-	EMR2	EMR2	111	5.15E-1	Simul
chr19	14903301	14946188	-	OR7A5	OR7A5	136	5.97E-1	Simul
chr19	14909957	14911023	-	OR7C1	OR7C1	86	5.36E-1	Simul
chr19	14951759	14952689	-	OR7A10	OR7A10	125	6.01E-1	Simul
chr19	14991137	14992264	-	OR7A17	OR7A17	109	6.14E-1	Simul
chr19	15052300	15053260	+	OR7C2	OR7C2	58	7.55E-1	Simul
chr19	15060845	15133802	-	SLC1A6	SLC1A6	131	9.68E-1	Simul
chr19	15121555	15134081	+	CCDC105	CCDC105	97	9.73E-1	Simul
chr19	15160194	15169104	+	CASP14	CASP14	94	9.25E-1	Simul
chr19	15197790	15199032	+	OR1I1	OR1I1	62	7.8E-1	Simul
chr19	15218213	15225799	+	SYDE1	SYDE1	76	7.78E-1	Simul
chr19	15225794	15236596	-	ILVBL	ILVBL	80	7.63E-1	Simul
chr19	15270443	15311792	-	NOTCH3	NOTCH3	72	6.27E-1	Simul
chr19	15337729	15344246	-	EPHX3	EPHX3	24	9.23E-1	Simul
chr19	15347646	15443356	-	BRD4	BRD4	46	7.85E-1	Simul
chr19	15464195	15490609	-	AKAP8	AKAP8	40	2.56E-1	Simul
chr19	15490858	15529952	-	AKAP8L	AKAP8L	44	3.05E-1	Simul
chr19	15532318	15560762	-	WIZ	WIZ	46	4.05E-1	Simul
chr19	15562434	15575382	-	RASAL3	RASAL3	39	4.77E-1	Simul
chr19	15579455	15609767	-	PGLYRP2	PGLYRP2	56	8.56E-1	Simul
chr19	15619303	15663128	+	CYP4F22	CYP4F22	113	7.02E-1	Simul
chr19	15751706	15773635	+	CYP4F3	CYP4F3	249	8.07E-1	Simul
chr19	15783566	15807984	+	CYP4F12	CYP4F12	277	7.64E-1	Simul
chr19	15838833	15839862	+	OR10H2	OR10H2	186	4.93E-1	Simul
chr19	15852202	15853153	+	OR10H3	OR10H3	150	4.88E-1	Simul
chr19	15904760	15905892	+	OR10H5	OR10H5	93	4.8E-1	Simul
chr19	15917816	15918936	-	OR10H1	OR10H1	81	4.96E-1	Simul
chr19	15988832	16008930	-	CYP4F2	CYP4F2	104	8.92E-2	Simul
chr19	16023176	16045677	-	CYP4F11	CYP4F11	124	8.57E-2	Simul
chr19	16059817	16060768	+	OR10H4	OR10H4	106	7.64E-2	Simul
chr19	16177830	16213813	+	TPM4	TPM4	108	2.97E-1	Simul
chr19	16222438	16245044	+	RAB8A	RAB8A	71	1.01E-1	Simul
chr19	16244837	16269386	+	HSH2D	HSH2D	66	7.16E-2	Simul
chr19	16272178	16284336	-	CIB3	CIB3	63	5.77E-2	Simul
chr19	16296190	16302857	+	FAM32A	FAM32A	80	4.97E-2	Simul
chr19	16308388	16346160	+	AP1M1	AP1M1	92	5.82E-2	Simul
chr19	16435627	16438685	+	KLF2	KLF2	48	3.73E-2	Simul
chr19	16466049	16582896	-	EPS15L1	EPS15L1	80	4.25E-2	Simul
chr19	16589867	16607003	-	CALR3	CALR3	43	5.21E-1	Simul
chr19	16607121	16632163	+	C19orf44	C19orf44	46	5.58E-1	Simul
chr19	16628699	16653341	-	CHERP	CHERP	54	5.71E-1	Simul
chr19	16660641	16683193	-	SLC35E1	SLC35E1	52	5.46E-1	Simul
chr19	16685717	16739873	-	MED26	MED26	68	6.9E-1	Simul
chr19	16741561	16771253	-	SMIM7	SMIM7	65	7.84E-1	Simul
chr19	16771937	16800840	+	TMEM38A	TMEM38A	57	6.78E-1	Simul
chr19	16830786	16928774	+	NWD1	NWD1	60	1.35E-1	Simul
chr19	16940210	16991164	+	SIN3B	SIN3B	56	9.02E-1	Simul
chr19	16999670	17003417	+	F2RL3	F2RL3	46	8.88E-1	Simul
chr19	17003757	17137625	-	CPAMD8	CPAMD8	156	9.76E-1	Simul
chr19	17160538	17186435	-	HAUS8	HAUS8	94	8.68E-1	Simul
chr19	17186590	17325346	+	MYO9B	MYO9B	151	8.9E-1	Simul
chr19	17326154	17330638	+	USE1	USE1	68	6.7E-1	Simul
chr19	17337012	17340028	+	OCEL1	OCEL1	60	6.23E-1	Simul
chr19	17342691	17356749	-	NR2F6	NR2F6	71	6.09E-1	Simul
chr19	17359984	17393595	-	USHBP1	USHBP1	75	7.01E-1	Simul
chr19	17378158	17392058	+	BABAM1	BABAM1	64	6.43E-1	Simul
chr19	17392453	17398455	+	ANKLE1	ANKLE1	54	5.93E-1	Simul
chr19	17402939	17421045	-	ABHD8	ABHD8	64	6.8E-1	Simul
chr19	17403417	17417652	+	MRPL34	MRPL34	61	6.26E-1	Simul
chr19	17420326	17434110	+	DDA1	DDA1	53	6.28E-1	Simul
chr19	17434031	17445638	-	ANO8	ANO8	52	6.57E-1	Simul
chr19	17445728	17453544	+	GTPBP3	GTPBP3	43	6.07E-1	Simul
chr19	17462256	17488159	-	PLVAP	PLVAP	50	6.54E-1	Simul
chr19	17513747	17516457	-	BST2	BST2	34	1.99E-1	Simul
chr19	17516530	17544533	+	MVB12A	MVB12A	50	2.13E-1	Simul
chr19	17546317	17559376	-	TMEM221	TMEM221	46	2.2E-1	Simul
chr19	17566233	17571763	-	NXNL1	NXNL1	52	2.29E-1	Simul
chr19	17579577	17616977	+	SLC27A1	SLC27A1	65	2.82E-1	Simul
chr19	17622437	17632097	+	PGLS	PGLS	55	6.54E-1	Simul
chr19	17634109	17664648	+	FAM129C	FAM129C	63	8.81E-2	Simul
chr19	17666402	17693971	+	COLGALT1	COLGALT1	53	8.74E-2	Simul
chr19	17712136	17799401	-	UNC13A	UNC13A	111	1.73E-1	Simul
chr19	17830050	17845325	+	MAP1S	MAP1S	78	5.88E-1	Simul
chr19	17858526	17899377	+	FCHO1	FCHO1	95	7.87E-1	Simul
chr19	17905636	17923891	+	B3GNT3	B3GNT3	80	8.42E-1	Simul
chr19	17927320	17932383	-	INSL3	INSL3	65	8.3E-1	Simul
chr19	17935588	17958880	-	JAK3	JAK3	67	8.54E-1	Simul
chr19	17970684	17974962	+	RPL18A	RPL18A	54	7.58E-1	Simul
chr19	17982781	18005983	+	SLC5A5	SLC5A5	55	8.43E-1	Simul
chr19	18043824	18054800	+	CCDC124	CCDC124	48	9.45E-1	Simul
chr19	18062101	18110889	+	KCNN1	KCNN1	75	8.78E-1	Simul
chr19	18111940	18124911	+	ARRDC2	ARRDC2	61	8.33E-1	Simul
chr19	18169804	18209754	-	IL12RB1	IL12RB1	91	6.86E-1	Simul
chr19	18208602	18262502	+	MAST3	MAST3	84	3.11E-1	Simul
chr19	18263927	18281350	+	PIK3R2	PIK3R2	59	2.09E-1	Simul
chr19	18283971	18288927	+	IFI30	IFI30	52	2.06E-1	Simul
chr19	18303991	18307758	+	MPV17L2	MPV17L2	44	2E-1	Simul
chr19	18307593	18314884	-	RAB3A	RAB3A	48	2.16E-1	Simul
chr19	18318770	18366229	-	PDE4C	PDE4C	96	3.23E-2	Simul
chr19	18367907	18385319	-	KIAA1683	KIAA1683	90	2.89E-2	Simul
chr19	18390562	18392432	-	JUND	JUND	83	2.78E-2	Simul
chr19	18417039	18434084	-	LSM4	LSM4	89	3.43E-2	Simul
chr19	18451396	18480760	+	PGPEP1	PGPEP1	63	5.18E-1	Simul
chr19	18485540	18499986	+	GDF15	GDF15	48	4.97E-1	Simul
chr19	18501953	18508427	-	LRRC25	LRRC25	44	5.26E-1	Simul
chr19	18529673	18545372	+	SSBP4	SSBP4	57	7.43E-1	Simul
chr19	18545197	18549111	-	ISYNA1	ISYNA1	50	7.15E-1	Simul
chr19	18553472	18632937	-	ELL	ELL	71	6.1E-1	Simul
chr19	18642560	18654887	-	FKBP8	FKBP8	49	6.04E-1	Simul
chr19	18668571	18680197	+	KXD1	KXD1	43	6.63E-1	Simul
chr19	18682539	18688360	+	UBA52	UBA52	35	6.3E-1	Simul
chr19	18683029	18718551	-	CRLF1	CRLF1	53	8.04E-1	Simul
chr19	18699494	18703146	+	C19orf60	C19orf60	42	7.07E-1	Simul
chr19	18718239	18731849	+	TMEM59L	TMEM59L	57	7.6E-1	Simul
chr19	18747774	18781309	+	KLHL26	KLHL26	61	8.44E-1	Simul
chr19	18794486	18893004	+	CRTC1	CRTC1	68	9.17E-1	Simul
chr19	18893582	18902123	-	COMP	COMP	27	7.93E-1	Simul
chr19	18942746	18979045	+	UPF1	UPF1	37	8.18E-1	Simul
chr19	18979360	19007536	-	CERS1	CERS1	40	7.14E-1	Simul
chr19	19010322	19030206	-	COPE	COPE	40	7.17E-1	Simul
chr19	19030483	19039436	+	DDX49	DDX49	32	7.45E-1	Simul
chr19	19040009	19052070	-	HOMER3	HOMER3	34	7.53E-1	Simul
chr19	19101696	19144832	-	SUGP2	SUGP2	49	9.12E-1	Simul
chr19	19144383	19170563	+	ARMC6	ARMC6	51	7.97E-1	Simul
chr19	19174807	19223697	+	SLC25A42	SLC25A42	63	6.33E-1	Simul
chr19	19229977	19249322	-	TMEM161A	TMEM161A	61	7.06E-1	Simul
chr19	19256375	19302967	-	MEF2BNB-MEF2B	MEF2BNB-MEF2B	62	7.82E-1	Simul
chr19	19256376	19303400	-	MEF2B	MEF2B	62	7.74E-1	Simul
chr19	19287711	19303400	-	MEF2BNB	MEF2BNB	44	7.2E-1	Simul
chr19	19303007	19312678	+	RFXANK	RFXANK	41	1.79E-3	Simul
chr19	19312224	19314233	-	NR2C2AP	NR2C2AP	40	1.58E-3	Simul
chr19	19322781	19363042	+	NCAN	NCAN	54	1.12E-3	Simul
chr19	19366449	19373605	-	HAPLN4	HAPLN4	36	6.8846803E-4	CONVERGED
chr19	19375172	19384200	-	TM6SF2	TM6SF2	37	6.9417989E-4	CONVERGED
chr19	19386826	19431653	-	SUGP1	SUGP1	56	4.20584284E-4	CONVERGED
chr19	19431489	19469563	+	MAU2	MAU2	48	4.01522586E-4	CONVERGED
chr19	19496634	19619740	+	GATAD2A	GATAD2A	92	4.72751274E-4	CONVERGED
chr19	19623226	19626838	-	TSSK6	TSSK6	47	4.70315074E-4	CONVERGED
chr19	19626544	19644285	+	NDUFA13	NDUFA13	48	5.16793044E-4	CONVERGED
chr19	19627035	19648390	+	YJEFN3	YJEFN3	48	4.45679908E-4	CONVERGED
chr19	19649056	19657468	+	CILP2	CILP2	40	2.77979894E-4	CONVERGED
chr19	19672521	19729725	-	PBX4	PBX4	52	5.99287227E-4	CONVERGED
chr19	19734476	19739739	-	LPAR2	LPAR2	30	5.39E-3	Simul
chr19	19740284	19754476	-	GMIP	GMIP	33	5.64E-3	Simul
chr19	19756006	19774502	-	ATP13A1	ATP13A1	44	1.19E-2	Simul
chr19	19779604	19794318	+	ZNF101	ZNF101	47	1.46E-2	Simul
chr19	19821279	19843906	-	ZNF14	ZNF14	98	1.057E-1	Simul
chr19	19896647	19932560	-	ZNF506	ZNF506	100	5.98E-1	Simul
chr19	19976694	20005483	+	ZNF253	ZNF253	46	2.43E-1	Simul
chr19	20011721	20046384	+	ZNF93	ZNF93	64	3.12E-1	Simul
chr19	20107866	20150315	-	ZNF682	ZNF682	86	6.16E-1	Simul
chr19	20188802	20237885	+	ZNF90	ZNF90	70	3.35E-1	Simul
chr19	20278036	20311299	+	ZNF486	ZNF486	48	4.74E-1	Simul
chr19	20718630	20748615	-	ZNF737	ZNF737	54	6.93E-1	Simul
chr19	20802866	20844402	-	ZNF626	ZNF626	90	6.97E-1	Simul
chr19	20959109	20991922	+	ZNF66	ZNF66	107	7.19E-1	Simul
chr19	21106027	21133503	+	ZNF85	ZNF85	117	2.08E-1	Simul
chr19	21203425	21242856	+	ZNF430	ZNF430	63	3.54E-1	Simul
chr19	21264964	21308073	+	ZNF714	ZNF714	69	1.45E-1	Simul
chr19	21324826	21373034	+	ZNF431	ZNF431	87	2.13E-1	Simul
chr19	21473961	21512227	-	ZNF708	ZNF708	49	8.51E-2	Simul
chr19	21579920	21610375	+	ZNF493	ZNF493	73	2.21E-1	Simul
chr19	21905567	21950430	-	ZNF100	ZNF100	63	7.41E-1	Simul
chr19	21987751	22034927	-	ZNF43	ZNF43	64	5.42E-1	Simul
chr19	22235253	22274282	+	ZNF257	ZNF257	95	9.2E-1	Simul
chr19	22361892	22379753	-	ZNF676	ZNF676	53	8.49E-1	Simul
chr19	22469209	22499978	+	ZNF729	ZNF729	56	2.32E-1	Simul
chr19	22573820	22715287	-	ZNF98	ZNF98	151	4.97E-1	Simul
chr19	22817125	22850472	+	ZNF492	ZNF492	108	4.56E-1	Simul
chr19	22939006	22966909	-	ZNF99	ZNF99	81	4.54E-1	Simul
chr19	23258011	23330021	+	ZNF730	ZNF730	77	1.49E-1	Simul
chr19	23487792	23578362	-	ZNF91	ZNF91	147	3.91E-1	Simul
chr19	23708432	23870022	-	ZNF675	ZNF675	86	6.78E-1	Simul
chr19	23921996	23941693	-	ZNF681	ZNF681	17	7.32E-1	Simul
chr19	23945806	24010937	+	RPSAP58	RPSAP58	40	8.12E-1	Simul
chr19	24097677	24127961	+	ZNF726	ZNF726	82	8.56E-1	Simul
chr19	24216275	24312654	+	ZNF254	ZNF254	89	1.73E-1	Simul
chr19	29698172	29704448	-	UQCRFS1	UQCRFS1	77	7.36E-1	Simul
chr19	30017405	30055386	+	VSTM2B	VSTM2B	172	7.87E-1	Simul
chr19	30094923	30108144	+	POP4	POP4	127	9.54E-1	Simul
